,name,bus,p_kw,q_kvar,const_z_percent,const_i_percent,sn_kva,scaling,in_service,type
230,load 42782966,1384,3.7742696846838837,1.2405424540140324,0.0,0.0,,1.0,True,
231,load 42762633,1583,6.964376997910147,2.2890800216863543,0.0,0.0,,1.0,True,
232,load 42769631,1004,3.7500522401513043,1.232582564928123,0.0,0.0,,1.0,True,
233,load 42762739,1380,1.0922247441604134,0.35899691268857825,0.0,0.0,,1.0,True,
234,load 42793374,1002,0.6660330052961779,0.2189144623653633,0.0,0.0,,1.0,True,
235,load 42784876,1496,3.1685867434171073,1.04146409844166,0.0,0.0,,1.0,True,
236,load 42784210,880,2.83530166096401,0.9319185893461002,0.0,0.0,,1.0,True,
237,load 42793910,1414,5.0852099557251496,1.6714276839441673,0.0,0.0,,1.0,True,
238,load 42788694,583,2.9024137793768015,0.9539772759332664,0.0,0.0,,1.0,True,
239,load 42765005,506,0.8878184778490915,0.2918118219530891,0.0,0.0,,1.0,True,
240,load 42793868,808,6.735089171411405,2.213716757605209,0.0,0.0,,1.0,True,
241,load 42786863,854,5.413187196410408,1.7792285898178342,0.0,0.0,,1.0,True,
242,load 42783436,1131,2.4195181341758683,0.795257152895628,0.0,0.0,,1.0,True,
243,load 42766781,930,6.405739298793422,2.1054646894329943,0.0,0.0,,1.0,True,
244,load 42779978,861,6.979708291442204,2.294119174182173,0.0,0.0,,1.0,True,
245,load 42769097,1494,1.8945271373949883,0.622700956891745,0.0,0.0,,1.0,True,
246,load 42772406,1537,0.7070621356130158,0.23240008534982012,0.0,0.0,,1.0,True,
247,load 42776742,746,6.030826159584851,1.982236699752427,0.0,0.0,,1.0,True,
248,load 42770215,1051,1.8988711633660287,0.6241287691809101,0.0,0.0,,1.0,True,
249,load 42770604,679,6.608687810450157,2.1721706393842704,0.0,0.0,,1.0,True,
250,load 42785339,1684,1.75387341311642,0.5764703133871693,0.0,0.0,,1.0,True,
251,load 42767368,1361,0.6589956223459321,0.21660138644756077,0.0,0.0,,1.0,True,
252,load 42767759,1516,1.0305844004297375,0.3387367114665435,0.0,0.0,,1.0,True,
253,load 42788753,664,0.6624350598605168,0.21773187488936063,0.0,0.0,,1.0,True,
254,load 42785220,843,0.6297618383324246,0.20699270630808891,0.0,0.0,,1.0,True,
255,load 42764852,1644,0.9238519272257425,0.3036554440179614,0.0,0.0,,1.0,True,
256,load 42762877,1490,4.01052974620821,1.318197380925659,0.0,0.0,,1.0,True,
257,load 42792403,995,6.515624300810137,2.141582142993436,0.0,0.0,,1.0,True,
258,load 42788357,1723,3.8672767265101586,1.271112390332035,0.0,0.0,,1.0,True,
259,load 42779885,1432,5.170547808560758,1.6994768797413249,0.0,0.0,,1.0,True,
260,load 42729791,586,2.459292937595573,0.8083304985662988,0.0,0.0,,1.0,True,
261,load 42789700,891,8.533080908174824,2.8046880627222834,0.0,0.0,,1.0,True,
262,load 42772587,1731,0.025595710357809828,0.008412903155374083,0.0,0.0,,1.0,True,
263,load 42790485,1078,6.672793519609607,2.1932411670362013,0.0,0.0,,1.0,True,
264,load 42781803,527,4.703989010290189,1.5461264186184371,0.0,0.0,,1.0,True,
265,load 42791430,1124,1.6310431091130988,0.5360979448269899,0.0,0.0,,1.0,True,
266,load 42770999,798,2.583878698467061,0.8492798578963716,0.0,0.0,,1.0,True,
267,load 42787286,1374,2.559438823192254,0.8412468593609886,0.0,0.0,,1.0,True,
268,load 42781116,1112,5.6415491981540535,1.8542875500177984,0.0,0.0,,1.0,True,
269,load 42778230,1426,3.53442452402039,1.1617091619998714,0.0,0.0,,1.0,True,
270,load 42789690,904,4.17796537670897,1.3732308113118599,0.0,0.0,,1.0,True,
271,load 42776004,1008,1.9988927010296766,0.6570042587865002,0.0,0.0,,1.0,True,
272,load 42768701,1017,4.333696400617178,1.4244171235537175,0.0,0.0,,1.0,True,
273,load 42775097,578,1.6783747686808503,0.5516551089986468,0.0,0.0,,1.0,True,
274,load 173092844,725,6.234243555808054,2.0490967646078646,0.0,0.0,,1.0,True,
275,load 42779853,1286,2.0921598197432303,0.6876596782434755,0.0,0.0,,1.0,True,
276,load 42786810,1115,3.219553539562308,1.0582160742264788,0.0,0.0,,1.0,True,
277,load 42725702,1047,1.029578478830057,0.33840608102567243,0.0,0.0,,1.0,True,
278,load 42763947,1425,3.702737375772524,1.217030921068124,0.0,0.0,,1.0,True,
279,load 42783263,1788,7.325720305487825,2.407847823399894,0.0,0.0,,1.0,True,
280,load 42773687,1759,5.443849713625811,1.7893068718513105,0.0,0.0,,1.0,True,
281,load 42759255,1172,2.5921917711849236,0.8520122327639292,0.0,0.0,,1.0,True,
282,load 42764177,1364,0.8374337032079043,0.27525114738551176,0.0,0.0,,1.0,True,
283,load 42717213,530,6.380697077759425,2.097233709420744,0.0,0.0,,1.0,True,
284,load 42765749,1431,6.015499473193742,1.977199061550608,0.0,0.0,,1.0,True,
285,load 42729041,683,2.485122382099164,0.8168202264202287,0.0,0.0,,1.0,True,
286,load 42783811,1152,4.378531832362241,1.4391538173171516,0.0,0.0,,1.0,True,
287,load 42788037,1706,6.700972530833533,2.202503160125162,0.0,0.0,,1.0,True,
288,load 42793708,513,7.352770688944863,2.416738854481216,0.0,0.0,,1.0,True,
289,load 42790132,712,2.488937907728253,0.8180743290474128,0.0,0.0,,1.0,True,
290,load 42780239,1597,4.095796700621049,1.3462232735381696,0.0,0.0,,1.0,True,
291,load 42720555,1269,3.410816192896473,1.1210810682917542,0.0,0.0,,1.0,True,
292,load 42862574,1448,2.4630614318782387,0.8095691427374684,0.0,0.0,,1.0,True,
293,load 42773123,846,4.277630861403408,1.405989271965869,0.0,0.0,,1.0,True,
294,load 42777123,1023,3.236157066825565,1.0636733897278154,0.0,0.0,,1.0,True,
295,load 42781655,1779,4.376505788872228,1.438487889025583,0.0,0.0,,1.0,True,
296,load 42767823,625,8.15012629376409,2.678816967960575,0.0,0.0,,1.0,True,
297,load 42769825,902,2.890333779495831,0.9500067719818289,0.0,0.0,,1.0,True,
298,load 42764081,906,2.3506289829547575,0.7726143838699858,0.0,0.0,,1.0,True,
299,load 42787119,1713,4.365956468354777,1.4350204950510597,0.0,0.0,,1.0,True,
300,load 42787030,876,1.28540078795378,0.4224908077847939,0.0,0.0,,1.0,True,
301,load 42778749,939,5.712086080294373,1.8774719020061963,0.0,0.0,,1.0,True,
302,load 42793792,690,3.334403670484825,1.0959654867384219,0.0,0.0,,1.0,True,
303,load 42797007,873,4.15594238949892,1.3659922054673588,0.0,0.0,,1.0,True,
304,load 42784625,697,1.0599723013474986,0.3483960473827829,0.0,0.0,,1.0,True,
305,load 42773689,620,3.907506735550135,1.284335354854677,0.0,0.0,,1.0,True,
306,load 42789901,1342,1.9346284987192117,0.6358816369550516,0.0,0.0,,1.0,True,
307,load 42785994,587,6.569168469537262,2.159181260179057,0.0,0.0,,1.0,True,
308,load 42784779,1640,0.2906240729164833,0.095523513349991,0.0,0.0,,1.0,True,
309,load 42772185,1058,2.019131509164186,0.6636564333280781,0.0,0.0,,1.0,True,
310,load 42769673,1775,5.601738589853764,1.8412024358519914,0.0,0.0,,1.0,True,
311,load 42787405,685,2.358395772052134,0.7751672039945698,0.0,0.0,,1.0,True,
312,load 42788175,913,20.890498301974098,6.866374741124917,0.0,0.0,,1.0,True,
313,load 42784735,665,7.9781807853046685,2.622301212373065,0.0,0.0,,1.0,True,
314,load 42775765,1075,9.032680643260301,2.968898554596451,0.0,0.0,,1.0,True,
315,load 42787310,899,7.260008689747009,2.386249459780267,0.0,0.0,,1.0,True,
316,load 42780705,1793,27.07033542082978,8.897588974687121,0.0,0.0,,1.0,True,
317,load 42772656,1586,11.654275548638692,3.8305751302122135,0.0,0.0,,1.0,True,
318,load 42762511,699,27.057131059014758,8.893248910839493,0.0,0.0,,1.0,True,
319,load 42767899,1740,17.818105458767082,5.856528048697476,0.0,0.0,,1.0,True,
320,load 42774391,1471,27.973925896769,9.194584801719348,0.0,0.0,,1.0,True,
321,load 42864151,916,21.818165004848222,7.171284041263326,0.0,0.0,,1.0,True,
322,load 42754631,1257,19.08355304292781,6.2724605555481,0.0,0.0,,1.0,True,
323,load 42788353,763,30.31376118298899,9.963651469036495,0.0,0.0,,1.0,True,
324,load 42778620,1328,12.829663968202231,4.216906621134053,0.0,0.0,,1.0,True,
325,load 42780334,1653,19.809578512704114,6.511093587418587,0.0,0.0,,1.0,True,
326,load 42770440,997,27.76970538961768,9.127460767067141,0.0,0.0,,1.0,True,
327,load 42774613,963,5.750677865464826,1.8901564083822013,0.0,0.0,,1.0,True,
328,load 42769747,1436,17.14517124299888,5.635345268143465,0.0,0.0,,1.0,True,
329,load 42790089,811,27.21047392219872,8.943650272610677,0.0,0.0,,1.0,True,
330,load 42784649,1660,10.105598311212056,3.3215495382177656,0.0,0.0,,1.0,True,
331,load 42787214,556,29.514734665866428,9.70102415324188,0.0,0.0,,1.0,True,
332,load 42780405,1769,19.69563247737257,6.473641336756959,0.0,0.0,,1.0,True,
333,load 42784743,1797,26.112416482027808,8.58273624545311,0.0,0.0,,1.0,True,
334,load 42765603,1621,26.02224659286209,8.553098836118597,0.0,0.0,,1.0,True,
335,load 42769312,1608,28.68523146444779,9.428379635740594,0.0,0.0,,1.0,True,
336,load 42793330,1287,11.732678552326627,3.8563449513227175,0.0,0.0,,1.0,True,
337,load 42788672,1741,28.223712436478884,9.276685667009614,0.0,0.0,,1.0,True,
338,load 42783661,933,34.1350062236318,11.219633975889344,0.0,0.0,,1.0,True,
339,load 42780404,1545,29.714997105953877,9.76684723416296,0.0,0.0,,1.0,True,
340,load 42763914,1659,12.329516632470911,4.052516141631612,0.0,0.0,,1.0,True,
341,load 42787797,1513,30.08799577259898,9.889445967142116,0.0,0.0,,1.0,True,
342,load 42770528,1591,25.138000262745187,8.26246112234643,0.0,0.0,,1.0,True,
343,load 42761097,1186,13.475373203777702,4.4291409834349045,0.0,0.0,,1.0,True,
344,load 42781025,514,16.754497615053506,5.506937056325259,0.0,0.0,,1.0,True,
345,load 42776800,1481,33.061767307387825,10.86687740306056,0.0,0.0,,1.0,True,
346,load 42768416,1223,25.277729147137748,8.308387785680639,0.0,0.0,,1.0,True,
347,load 42788658,1587,29.453667963158907,9.680952498706237,0.0,0.0,,1.0,True,
348,load 42791672,643,31.42548484090894,10.329057364746085,0.0,0.0,,1.0,True,
349,load 42781431,765,25.744163307176787,8.461697280197926,0.0,0.0,,1.0,True,
350,load 42778548,605,34.14639832092036,11.223378377192747,0.0,0.0,,1.0,True,
351,load 42763031,773,35.71803220371101,11.739949453626572,0.0,0.0,,1.0,True,
352,load 42772046,1629,30.08982308206753,9.890046574719669,0.0,0.0,,1.0,True,
353,load 42775458,1717,9.303199045184158,3.0578136534672096,0.0,0.0,,1.0,True,
354,load 42779431,1493,27.26037518301084,8.960052023868007,0.0,0.0,,1.0,True,
355,load 42784991,1225,14.97526803461445,4.922132573770884,0.0,0.0,,1.0,True,
356,load 42786738,1474,9.662967314091688,3.1760637650048293,0.0,0.0,,1.0,True,
357,load 42774286,1726,10.988100430806584,3.6116139577151434,0.0,0.0,,1.0,True,
358,load 42793164,961,32.01193487795662,10.521814170405214,0.0,0.0,,1.0,True,
359,load 42791066,1669,18.063072350874055,5.937044772428104,0.0,0.0,,1.0,True,
360,load 42763745,1680,15.198142285452489,4.9953877974749945,0.0,0.0,,1.0,True,
361,load 42774185,1141,15.884281770813764,5.220910940248851,0.0,0.0,,1.0,True,
362,load 42767384,1675,31.806792199576996,10.454387032728011,0.0,0.0,,1.0,True,
363,load 42741724,1208,30.32535623795284,9.967462579301786,0.0,0.0,,1.0,True,
364,load 42776801,1716,38.63547340396983,12.698866003945591,0.0,0.0,,1.0,True,
365,load 42750773,554,12.909242355069953,4.243062772013248,0.0,0.0,,1.0,True,
366,load 42781087,1329,19.6683866035425,6.464686051097307,0.0,0.0,,1.0,True,
367,load 42768828,1639,21.965955387405447,7.219860390908188,0.0,0.0,,1.0,True,
368,load 42819954,691,39.692596342479064,13.04632551105355,0.0,0.0,,1.0,True,
369,load 42826201,703,17.89374221102807,5.881388646933013,0.0,0.0,,1.0,True,
370,load 42785770,714,14.243455387613915,4.681597388732937,0.0,0.0,,1.0,True,
371,load 42791464,775,36.309206253036514,11.934258967034092,0.0,0.0,,1.0,True,
372,load 42819955,972,9.293859746959509,3.0547439745872422,0.0,0.0,,1.0,True,
373,load 42785115,666,22.353311364208277,7.347178143529312,0.0,0.0,,1.0,True,
374,load 42790707,566,7.396630399902408,2.4311548443307003,0.0,0.0,,1.0,True,
375,load 42787200,936,19.21898370470382,6.316974461427729,0.0,0.0,,1.0,True,
376,load 42776904,1167,9.219297736387036,3.030236626861892,0.0,0.0,,1.0,True,
377,load 42768460,727,22.455963166598814,7.380918159343042,0.0,0.0,,1.0,True,
378,load 42718174,516,18.649843589070944,6.129907151799542,0.0,0.0,,1.0,True,
379,load 42719113,544,14.888497439411355,4.8936124583307175,0.0,0.0,,1.0,True,
380,load 42773421,1258,16.87593729628807,5.546852349285048,0.0,0.0,,1.0,True,
381,load 42784354,498,24.82404762637647,8.159269880993033,0.0,0.0,,1.0,True,
382,load 42716042,1616,7.099770721512928,2.3335817865755684,0.0,0.0,,1.0,True,
383,load 42790406,1619,24.75640910120059,8.13703817286998,0.0,0.0,,1.0,True,
384,load 42789380,984,26.408745410162755,8.680134854035757,0.0,0.0,,1.0,True,
385,load 42774597,500,7.7718563535867355,2.554485651157319,0.0,0.0,,1.0,True,
386,load 42784974,654,17.132566827489143,5.631202397110345,0.0,0.0,,1.0,True,
387,load 42822842,1254,38.108915810540694,12.525794892524202,0.0,0.0,,1.0,True,
388,load 42758525,1055,20.159516011617008,6.6261124811173016,0.0,0.0,,1.0,True,
389,load 42770529,504,15.951843860696137,5.243117525305853,0.0,0.0,,1.0,True,
390,load 42721720,1345,21.01605830674518,6.907644318939355,0.0,0.0,,1.0,True,
391,load 42761551,555,3.9337571039126225,1.2929634336905167,0.0,0.0,,1.0,True,
392,load 42762942,1553,25.127998392785592,8.259173666668646,0.0,0.0,,1.0,True,
393,load 42785005,700,32.93882503302975,10.826468231624524,0.0,0.0,,1.0,True,
394,load 42777658,533,18.289588611933954,6.011497067003039,0.0,0.0,,1.0,True,
395,load 42758556,1599,27.32819503538743,8.982343331359768,0.0,0.0,,1.0,True,
396,load 42769392,1602,40.22906353330036,13.222653749626467,0.0,0.0,,1.0,True,
397,load 42781958,1415,28.62195955934576,9.407583166229172,0.0,0.0,,1.0,True,
398,load 42787973,782,22.28753632370119,7.325558933197135,0.0,0.0,,1.0,True,
399,load 42793813,1216,10.211822202637958,3.356463642919705,0.0,0.0,,1.0,True,
400,load 42786429,1694,43.131683183069455,14.176698691885408,0.0,0.0,,1.0,True,
401,load 42765604,1548,26.74351169042995,8.790167209309434,0.0,0.0,,1.0,True,
402,load 42777009,857,42.06026299451327,13.824539905939247,0.0,0.0,,1.0,True,
403,load 42766346,1256,30.39592037599397,9.990655889871555,0.0,0.0,,1.0,True,
404,load 42773268,1777,36.544899132741534,12.011727470296966,0.0,0.0,,1.0,True,
405,load 42783265,662,15.883330446095044,5.220598254934944,0.0,0.0,,1.0,True,
406,load 42772657,502,26.92067211091676,8.848397023590254,0.0,0.0,,1.0,True,
407,load 42758557,510,21.163347048183663,6.956055787121984,0.0,0.0,,1.0,True,
408,load 42770349,661,38.420313092926996,12.628146229640471,0.0,0.0,,1.0,True,
409,load 42793800,1442,28.213757279966057,9.27341356529928,0.0,0.0,,1.0,True,
410,load 42763775,1682,12.978913834672992,4.265962679943061,0.0,0.0,,1.0,True,
411,load 42765295,542,20.309407656840293,6.675379482401305,0.0,0.0,,1.0,True,
412,load 42779070,1343,62.17223368248666,20.435024994899308,0.0,0.0,,1.0,True,
413,load 42773178,1712,58.581313101442454,19.254746476950427,0.0,0.0,,1.0,True,
414,load 42767760,622,25.53717332114371,8.39366296185766,0.0,0.0,,1.0,True,
415,load 42771661,1236,24.0552921345895,7.906592170073696,0.0,0.0,,1.0,True,
416,load 42776040,1302,14.647657400018238,4.814452165491548,0.0,0.0,,1.0,True,
417,load 42764607,1332,43.94045178869641,14.442528077322658,0.0,0.0,,1.0,True,
418,load 42786967,1785,41.030014743518485,13.485913681448938,0.0,0.0,,1.0,True,
419,load 42762808,1390,27.182253150103282,8.934374553387034,0.0,0.0,,1.0,True,
420,load 42788576,1355,60.041822858793836,19.734792819650465,0.0,0.0,,1.0,True,
421,load 42790023,1012,8.793115766660977,2.8901573874991167,0.0,0.0,,1.0,True,
422,load 42763081,762,5.647323573525432,1.8561854954197068,0.0,0.0,,1.0,True,
423,load 42785172,1577,53.254784807949825,17.504001291093903,0.0,0.0,,1.0,True,
424,load 42768854,669,40.596256228968684,13.343344152230424,0.0,0.0,,1.0,True,
425,load 42787879,633,17.569033194755352,5.774661954475908,0.0,0.0,,1.0,True,
426,load 42782067,1477,11.340867600000935,3.727562919058269,0.0,0.0,,1.0,True,
427,load 42772366,1652,57.35470322700052,18.851579307965924,0.0,0.0,,1.0,True,
428,load 42785348,1445,15.380459640236209,5.055312614090659,0.0,0.0,,1.0,True,
429,load 42763588,1086,59.885004982213474,19.683249276210603,0.0,0.0,,1.0,True,
430,load 42770948,539,48.18794536687921,15.838611703320641,0.0,0.0,,1.0,True,
431,load 42788575,802,30.919158493956747,10.162635942469622,0.0,0.0,,1.0,True,
432,load 42768431,996,5.194410892065344,1.7073202959898381,0.0,0.0,,1.0,True,
433,load 42762547,1210,37.529315730750845,12.335289558936877,0.0,0.0,,1.0,True,
434,load 42776782,730,47.71634199254238,15.683603170227407,0.0,0.0,,1.0,True,
435,load 42716455,624,39.229389384567384,12.894076746579726,0.0,0.0,,1.0,True,
436,load 42715190,637,16.683191693799348,5.483499933403882,0.0,0.0,,1.0,True,
437,load 42776434,912,61.71244336909156,20.28389922717113,0.0,0.0,,1.0,True,
438,load 78874605,741,48.823230712246314,16.047419898595873,0.0,0.0,,1.0,True,
439,load 164684514,987,34.93839837633532,11.483696206708425,0.0,0.0,,1.0,True,
440,load 42754812,742,43.41217387251254,14.26889152315601,0.0,0.0,,1.0,True,
441,load 42781432,1326,57.49674160178301,18.898265064082366,0.0,0.0,,1.0,True,
442,load 42747956,1197,54.72376632410988,17.986832166257262,0.0,0.0,,1.0,True,
443,load 42782565,524,42.28875811677559,13.899642620737774,0.0,0.0,,1.0,True,
444,load 84774124,705,45.52183634718978,14.962304045874726,0.0,0.0,,1.0,True,
445,load 42773609,634,61.90667559425267,20.34774027229511,0.0,0.0,,1.0,True,
446,load 42774239,865,18.911873591604163,6.216032248712188,0.0,0.0,,1.0,True,
447,load 42771930,1192,8.930297294899676,2.935246775355323,0.0,0.0,,1.0,True,
448,load 42764477,1296,56.25730451763292,18.490881795152994,0.0,0.0,,1.0,True,
449,load 84774254,783,21.26943751363113,6.990926036825592,0.0,0.0,,1.0,True,
450,load 42774787,545,15.21629706643521,5.001354985417018,0.0,0.0,,1.0,True,
451,load 42787379,1762,5.507652294215031,1.8102777659603806,0.0,0.0,,1.0,True,
452,load 42793458,493,17.002529112340188,5.588461067067105,0.0,0.0,,1.0,True,
453,load 42792471,1460,33.25064105334138,10.928957201241085,0.0,0.0,,1.0,True,
454,load 42788476,1375,70.75638073230617,23.25649768669301,0.0,0.0,,1.0,True,
455,load 42791652,641,37.76742233976736,12.413551416658642,0.0,0.0,,1.0,True,
456,load 42765259,1556,24.784700345586412,8.146337055215332,0.0,0.0,,1.0,True,
457,load 42779377,813,5.351245686235395,1.7588693999725329,0.0,0.0,,1.0,True,
458,load 42780117,1358,21.54964971626331,7.08302733390795,0.0,0.0,,1.0,True,
459,load 42791585,1010,45.913916077544954,15.091174421205285,0.0,0.0,,1.0,True,
460,load 42792442,722,47.32350428140329,15.55448365866114,0.0,0.0,,1.0,True,
461,load 42739031,1260,49.79155608163873,16.36569305615661,0.0,0.0,,1.0,True,
